"year","event","incident_number","incident_start","incident_end","declaration_date","declaration_url","state","incident_type","valid_ihp_applications","eligible_ihp_applications","ihp_eligibility_rate","ihp_average_award","ihp_total","pa_total","pa_projects_count","cdbg_dr_allocation","frn1_date","frn1_days_since_disaster","frn1_url","frn1_grantee1_name","frn1_grantee1_url","frn1_grantee1_amount","frn1_grantee2_name","frn1_grantee2_url","frn1_grantee2_amount","frn1_grantee3_name","frn1_grantee3_url","frn1_grantee3_amount","frn1_grantee4_name","frn1_grantee4_url","frn1_grantee4_amount","frn1_grantee5_name","frn1_grantee5_url","frn1_grantee5_amount","frn1_grantee6_name","frn1_grantee6_url","frn1_grantee6_amount","frn1_grantee7_name","frn1_grantee7_url","frn1_grantee7_amount","frn1_grantee8_name","frn1_grantee8_url","frn1_grantee8_amount","frn1_grantee9_name","frn1_grantee9_url","frn1_grantee9_amount","frn2_date","frn2_url","frn2_grantee1_name","frn2_grantee1_url","frn2_grantee1_amount","frn2_grantee2_name","frn2_grantee2_url","frn2_grantee2_amount","frn2_grantee3_name","frn2_grantee3_url","frn2_grantee3_amount","frn2_grantee4_name","frn2_grantee4_url","frn2_grantee4_amount","frn3_date","frn3_url","frn3_grantee1_name","frn3_grantee1_url","frn3_grantee1_amount","frn3_grantee2_name","frn3_grantee2_url","frn3_grantee2_amount","frn3_grantee3_name","frn3_grantee3_url","frn3_grantee3_amount","frn3_grantee4_name","frn3_grantee4_url","frn3_grantee4_amount","frn4_date","frn4_url","frn4_grantee1_name","frn4_grantee1_url","frn4_grantee1_amount"
2021,"Kentucky Severe Storms, Straight-Line Winds, Flooding, and Tornadoes",4630,"2021-12-10","2021-12-11","2021-12-12","https://www.fema.gov/disaster/4630","KY","Tornado",14988,2362,15.76,6802.81,16068225.57,160473096.36,518,61968000,"2022-05-24",163,"https://www.hud.gov/sites/dfiles/CPD/documents/CDBG-DR/87_FR_31636.pdf","Commonwealth of Kentucky","https://kydlgweb.ky.gov/FederalGrants/16_CDBG.cfm",37476500,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"2023-01-18","https://www.govinfo.gov/content/pkg/FR-2023-01-18/pdf/2023-00721.pdf","Commonwealth of Kentucky","https://kydlgweb.ky.gov/FederalGrants/16_CDBG.cfm",24491500,"","",NA,"","",NA,"","",NA,"","","","",NA
2021,"Connecticut Remnants of Hurricane Ida",4629,"2021-09-01","2021-09-02","2021-10-30","https://www.fema.gov/disaster/4629","CT","Hurricane",2588,1551,59.93,5743.5,8908167.94,8450847.29,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Virginia Flooding, Landslides, and Mudslides",4628,"2021-08-30","2021-08-31","2021-10-26","https://www.fema.gov/disaster/4628","VA","Flood",NA,NA,NA,NA,NA,1698199.47,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Delaware Remnants of Hurricane Ida",4627,"2021-09-01","2021-09-07","2021-10-24","https://www.fema.gov/disaster/4627","DE","Hurricane",NA,NA,NA,NA,NA,5641931.81,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Mississippi Hurricane Ida",4626,"2021-08-28","2021-09-01","2021-10-22","https://www.fema.gov/disaster/4626","MS","Hurricane",7519,2908,38.68,3728.68,10843005.5,29380934.89,170,13900000,"2022-05-24",214,"https://www.hud.gov/sites/dfiles/CPD/documents/CDBG-DR/87_FR_31636.pdf","State of Mississippi","https://msdisasterrecovery.com/action-plans/",8406000,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"2023-01-18","https://www.govinfo.gov/content/pkg/FR-2023-01-18/pdf/2023-00721.pdf","State of Mississippi","https://msdisasterrecovery.com/action-plans/",5494000,"","",NA,"","",NA,"","",NA,"","","","",NA
2021,"New York Remnants of Tropical Storm Fred",4625,"2021-08-18","2021-08-19","2021-10-08","https://www.fema.gov/disaster/4625","NY","Hurricane",NA,NA,NA,NA,NA,104969352.8,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"New Hampshire Severe Storm and Flooding",4624,"2021-07-29","2021-08-02","2021-10-04","https://www.fema.gov/disaster/4624","NH","Flood",NA,NA,NA,NA,NA,10452261.2,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Montana Richard Spring Fire",4623,"2021-08-08","2021-08-20","2021-09-30","https://www.fema.gov/disaster/4623","MT","Fire",NA,NA,NA,NA,NA,4560435.67,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"New Hampshire Severe Storm and Flooding",4622,"2021-07-17","2021-07-19","2021-09-30","https://www.fema.gov/disaster/4622","NH","Severe Storm",NA,NA,NA,NA,NA,2392021.85,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Vermont Severe Storm and Flooding",4621,"2021-07-29","2021-07-30","2021-09-29","https://www.fema.gov/disaster/4621","VT","Flood",NA,NA,NA,NA,NA,7338878.13,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Arizona Severe Storms and Flooding",4620,"2021-07-22","2021-07-24","2021-09-13","https://www.fema.gov/disaster/4620","AZ","Flood",NA,NA,NA,NA,NA,5344258.09,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"California Wildfires",4619,"2021-08-14","2021-10-21","2021-09-12","https://www.fema.gov/disaster/4619","CA","Fire",NA,NA,NA,NA,NA,142765197.69,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Pennsylvania Remnants of Hurricane Ida",4618,"2021-08-31","2021-09-05","2021-09-10","https://www.fema.gov/disaster/4618","PA","Hurricane",78524,43199,55.01,2979.28,128701993.12,99652797.85,703,201486000,"2022-05-24",256,"https://www.hud.gov/sites/dfiles/CPD/documents/CDBG-DR/87_FR_31636.pdf","Commonwealth of Pennslyvania","https://dced.pa.gov/programs/community-development-block-grant-disaster-recovery-cdbg-dr/",23152000,"Philadelphia","https://www.phila.gov/departments/office-of-the-director-of-finance/hurricane-ida-recovery-funding/",98701000,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"2023-01-18","https://www.govinfo.gov/content/pkg/FR-2023-01-18/pdf/2023-00721.pdf","Philadelphia","https://www.phila.gov/departments/office-of-the-director-of-finance/hurricane-ida-recovery-funding/",64503000,"Commonwealth of Pennslyvania","https://dced.pa.gov/programs/community-development-block-grant-disaster-recovery-cdbg-dr/",15130000,"","",NA,"","",NA,"","","","",NA
2021,"North Carolina Remnants of Tropical Storm Fred",4617,"2021-08-16","2021-08-18","2021-09-08","https://www.fema.gov/disaster/4617","NC","Hurricane",2603,807,31,6259.37,5051308.74,35071364.46,207,13186000,"2022-05-24",258,"https://www.hud.gov/sites/dfiles/CPD/documents/CDBG-DR/87_FR_31636.pdf","State of North Carolina","https://www.rebuild.nc.gov/recovery/community-development-block-grant-disaster-recovery-program-cdbg-dr",7975000,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"2023-01-18","https://www.govinfo.gov/content/pkg/FR-2023-01-18/pdf/2023-00721.pdf","State of North Carolina","https://www.rebuild.nc.gov/recovery/community-development-block-grant-disaster-recovery-program-cdbg-dr",5211000,"","",NA,"","",NA,"","",NA,"","","","",NA
2021,"Nebraska Severe Storms and Straight-Line Winds",4616,"2021-07-09","2021-07-10","2021-09-06","https://www.fema.gov/disaster/4616","NE","Severe Storm",NA,NA,NA,NA,NA,28397526.68,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"New York Remnants of Hurricane Ida",4615,"2021-09-01","2021-09-03","2021-09-05","https://www.fema.gov/disaster/4615","NY","Hurricane",88722,41387,46.65,5426.21,224574470.26,294694513.4,1038,379045000,"2022-05-24",261,"https://www.hud.gov/sites/dfiles/CPD/documents/CDBG-DR/87_FR_31636.pdf","New York City","https://www.nyc.gov/site/cdbgdr/index.page",187973000,"State of New York","https://hcr.ny.gov/cdbg-disaster-recovery",41262000,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"2023-01-18","https://www.govinfo.gov/content/pkg/FR-2023-01-18/pdf/2023-00721.pdf","New York City","https://www.nyc.gov/site/cdbgdr/index.page",122844000,"State of New York","https://hcr.ny.gov/cdbg-disaster-recovery",26966000,"","",NA,"","",NA,"","","","",NA
2021,"New Jersey Remnants of Hurricane Ida",4614,"2021-09-01","2021-09-03","2021-09-05","https://www.fema.gov/disaster/4614","NJ","Hurricane",84642,45019,53.19,5674.85,255476134.67,330198040.62,1973,377575000,"2022-05-24",261,"https://www.hud.gov/sites/dfiles/CPD/documents/CDBG-DR/87_FR_31636.pdf","State of New Jersey","https://www.nj.gov/dca/divisions/sandyrecovery/action/",228346000,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"2023-01-18","https://www.govinfo.gov/content/pkg/FR-2023-01-18/pdf/2023-00721.pdf","State of New Jersey","https://www.nj.gov/dca/divisions/sandyrecovery/action/",149229000,"","",NA,"","",NA,"","",NA,"","","","",NA
2021,"North Dakota Severe Storm, Straight-Line Winds, and Flooding",4613,"2021-06-07","2021-06-11","2021-09-01","https://www.fema.gov/disaster/4613","ND","Severe Storm",NA,NA,NA,NA,NA,2633893.77,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Missouri Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4612,"2021-06-24","2021-07-01","2021-09-01","https://www.fema.gov/disaster/4612","MO","Severe Storm",NA,NA,NA,NA,NA,15105126.38,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Louisiana Hurricane Ida",4611,"2021-08-26","2021-09-03","2021-08-29","https://www.fema.gov/disaster/4611","LA","Hurricane",804958,564755,70.16,2198.26,1241481112.7,3042527918.39,3354,1051924000,"2022-05-24",268,"https://www.hud.gov/sites/dfiles/CPD/documents/CDBG-DR/87_FR_31636.pdf","State of Louisiana","https://www.doa.la.gov/doa/ocd/",636173000,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"2023-01-18","https://www.govinfo.gov/content/pkg/FR-2023-01-18/pdf/2023-00721.pdf","State of Louisiana","https://www.doa.la.gov/doa/ocd/",415751000,"","",NA,"","",NA,"","",NA,"","","","",NA
2021,"California Wildfires",4610,"2021-07-14","2021-10-25","2021-08-24","https://www.fema.gov/disaster/4610","CA","Fire",1997,447,22.38,11071.43,4948930.85,287404213.21,125,24408000,"2022-05-24",273,"https://www.hud.gov/sites/dfiles/CPD/documents/CDBG-DR/87_FR_31636.pdf","State of California","https://www.hcd.ca.gov/grants-and-funding/programs-archived/community-development-block-grant-program-disaster-recovery",14761000,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"2023-01-18","https://www.govinfo.gov/content/pkg/FR-2023-01-18/pdf/2023-00721.pdf","State of California","https://www.hcd.ca.gov/grants-and-funding/programs-archived/community-development-block-grant-program-disaster-recovery",9647000,"","",NA,"","",NA,"","",NA,"","","","",NA
2021,"Tennessee Severe Storm and Flooding",4609,"2021-08-21","2021-08-21","2021-08-23","https://www.fema.gov/disaster/4609","TN","Flood",2502,955,38.17,8522.4,8138893.57,42876623.65,123,42005000,"2022-05-24",274,"https://www.hud.gov/sites/dfiles/CPD/documents/CDBG-DR/87_FR_31636.pdf","State of Tennessee","https://www.tn.gov/ecd/community-development-block-grant/cdbg/cdbg-disaster-program.html",25403000,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"2023-01-18","https://www.govinfo.gov/content/pkg/FR-2023-01-18/pdf/2023-00721.pdf","State of Tennessee","https://www.tn.gov/ecd/community-development-block-grant/cdbg/cdbg-disaster-program.html",16602000,"","",NA,"","",NA,"","",NA,"","","","",NA
2021,"Montana Straight-Line Winds",4608,"2021-06-10","2021-06-10","2021-08-13","https://www.fema.gov/disaster/4608","MT","Other",NA,NA,NA,NA,NA,3696491.57,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Michigan Severe Storms, Flooding, and Tornadoes",4607,"2021-06-25","2021-06-26","2021-07-15","https://www.fema.gov/disaster/4607","MI","Severe Storm",100432,56531,56.29,3484.16,196962806.66,37472708.94,104,142130000,"2022-05-24",313,"https://www.hud.gov/sites/dfiles/CPD/documents/CDBG-DR/87_FR_31636.pdf","Detroit","https://detroitmi.gov/departments/housing-and-revitalization-department/disaster-recovery",57591000,"Dearborn","https://cityofdearborn.org/services/business/cdbg-disaster-recovery-resources-and-information",16332000,"State of Michigan","https://www.miplace.org/programs/community-development-block-grant/disaster-relief/",12033000,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"2023-01-18","https://www.govinfo.gov/content/pkg/FR-2023-01-18/pdf/2023-00721.pdf","Detroit","https://detroitmi.gov/departments/housing-and-revitalization-department/disaster-recovery",37637000,"Dearborn","https://cityofdearborn.org/services/business/cdbg-disaster-recovery-resources-and-information",10673000,"State of Michigan","https://www.miplace.org/programs/community-development-block-grant/disaster-relief/",7864000,"","",NA,"","","","",NA
2021,"Louisiana Severe Storms, Tornadoes, and Flooding",4606,"2021-05-17","2021-05-21","2021-06-02","https://www.fema.gov/disaster/4606","LA","Flood",6418,2501,38.97,5610.97,14033037.99,11929486.13,67,1077428000,"2022-05-24",356,"https://www.hud.gov/sites/dfiles/CPD/documents/CDBG-DR/87_FR_31636.pdf","Lake Charles","https://www.cityoflakecharles.com/department/division.php?structureid=277",10776000,"Baton Rouge","https://www.brla.gov/communitydevelopment",4648000,"State of Louisiana","https://www.doa.la.gov/doa/ocd/",636173000,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"2023-01-18","https://www.govinfo.gov/content/pkg/FR-2023-01-18/pdf/2023-00721.pdf","Lake Charles","https://www.cityoflakecharles.com/department/division.php?structureid=277",7042000,"Baton Rouge","https://www.brla.gov/communitydevelopment",3038000,"State of Louisiana","https://www.doa.la.gov/doa/ocd/",415751000,"","",NA,"","","","",NA
2021,"West Virginia Severe Storms and Flooding",4605,"2021-02-27","2021-03-04","2021-05-20","https://www.fema.gov/disaster/4605","WV","Flood",674,262,38.87,9733.14,2550083.38,6987709.2,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Hawaii Severe Storms, Flooding, and Landslides",4604,"2021-03-08","2021-03-18","2021-05-13","https://www.fema.gov/disaster/4604","HI","Flood",NA,NA,NA,NA,NA,7138862.89,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"West Virginia Severe Winter Storms",4603,"2021-02-10","2021-02-16","2021-05-13","https://www.fema.gov/disaster/4603","WV","Severe Ice Storm",NA,NA,NA,NA,NA,5869145.65,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Virginia Severe Winter Storms",4602,"2021-02-11","2021-02-13","2021-05-10","https://www.fema.gov/disaster/4602","VA","Severe Ice Storm",NA,NA,NA,NA,NA,66306133.99,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Tennessee Severe Storms, Tornadoes, and Flooding",4601,"2021-03-25","2021-04-03","2021-05-08","https://www.fema.gov/disaster/4601","TN","Tornado",1175,417,35.49,4705.52,1962203.12,19562918.86,263,8518000,"2022-05-24",381,"https://www.hud.gov/sites/dfiles/CPD/documents/CDBG-DR/87_FR_31636.pdf","Nashville-Davidson","https://www.nashville-mdha.org/community-development-department/cdbg-dr/",5151000,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"2023-01-18","https://www.govinfo.gov/content/pkg/FR-2023-01-18/pdf/2023-00721.pdf","Nashville-Davidson","https://www.nashville-mdha.org/community-development-department/cdbg-dr/",3367000,"","",NA,"","",NA,"","",NA,"","","","",NA
2021,"Georgia Severe Storms and Tornadoes",4600,"2021-03-25","2021-03-26","2021-05-05","https://www.fema.gov/disaster/4600","GA","Severe Storm",NA,NA,NA,NA,NA,30894876.7,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Oregon Severe Winter Storm",4599,"2021-02-11","2021-02-15","2021-05-04","https://www.fema.gov/disaster/4599","OR","Severe Storm",NA,NA,NA,NA,NA,25477211.7,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Mississippi Severe Winter Storms",4598,"2021-02-11","2021-02-19","2021-05-04","https://www.fema.gov/disaster/4598","MS","Severe Ice Storm",NA,NA,NA,NA,NA,22181538.6,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"New Jersey Severe Winter Storm and Snowstorm",4597,"2021-01-31","2021-02-02","2021-04-28","https://www.fema.gov/disaster/4597","NJ","Snowstorm",NA,NA,NA,NA,NA,15236311.79,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Alabama Severe Storms, Straight-Line Winds, and Tornadoes",4596,"2021-03-25","2021-03-26","2021-04-26","https://www.fema.gov/disaster/4596","AL","Severe Storm",1360,376,27.65,6718.96,2526330.21,12374456.44,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Kentucky Severe, Storms, Flooding, Landslides, and Mudslides",4595,"2021-02-27","2021-03-14","2021-04-23","https://www.fema.gov/disaster/4595","KY","Flood",3309,1336,40.37,7513.66,10038254.14,92851716.63,940,61968000,"2022-05-24",396,"https://www.hud.gov/sites/dfiles/CPD/documents/CDBG-DR/87_FR_31636.pdf","Commonwealth of Kentucky","https://kydlgweb.ky.gov/FederalGrants/16_CDBG.cfm",37476500,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"2023-01-18","https://www.govinfo.gov/content/pkg/FR-2023-01-18/pdf/2023-00721.pdf","Commonwealth of Kentucky","https://kydlgweb.ky.gov/FederalGrants/16_CDBG.cfm",24491500,"","",NA,"","",NA,"","",NA,"","","","",NA
2021,"Tennessee Severe Winter Storms",4594,"2021-02-11","2021-02-19","2021-04-21","https://www.fema.gov/disaster/4594","TN","Severe Ice Storm",NA,NA,NA,NA,NA,16384980.2,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,"Washington Severe Winter Storm, Straight-Line Winds, Flooding, Landslides, and Mudslides",4593,"2020-12-29","2021-01-16","2021-04-08","https://www.fema.gov/disaster/4593","WA","Severe Storm",NA,NA,NA,NA,NA,20112101.06,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
